date,quality,weave,quantity,composition,status,_id,rate,agentName,customerName
2025-05-09T01:54:11,Standard,Plain,760m,Cotton 100%,Pending,19e79681-1c0e-49b2-a414-bca092773195,505,Sundar,Anita
2025-06-26T14:46:58,Economy,Spandex,81,Silk 60%,Confirmed,375a7b46-c4ce-48c7-8a90-89d564fc35c3,419,Priya,Jhon
2025-05-01T18:58:12,Stand,Linen,974m,Cotton 100%,Cancelled,5416b7ae-bb1e-4d1b-a29e-0873e689ea9c,425,Arun,jogoco
2025-05-19T23:39:53,Standard,linen,350,Nylon 40%,Confirmed,63da5a05-e461-461f-9b2f-eb52c6ae8b36,583,Arun,Anita
2025-06-09T10:14:43,Standard,Denim,574,20%,Confirmed,c069a4b3-ea6c-45d8-ba43-fa565a47c769,567,Sundar,jogoco
2025-05-28T00:05:49,Premium,Plain,671m,Polyester 80%,Confirmed,1cace10d-66fb-4d3b-94d9-2b2cc9a91c76,513,Nisha,Kumar
2025-06-17T08:57:28,Stand,spandex ,642m,Silk 60%,Cancelled,c3f11907-f454-412b-a6de-f2799e38fb4c,352,Ravi,jogoco
2025-05-31T09:06:14,Premium,Satin,277,Cotton 50%,Confirmed,260460d0-e9e8-48a2-bf97-ad42fcf413e5,561,Ravi,Sara
2025-05-16T04:29:11,Standard,Spandex,524m,Polyester 80%,Cancelled,ebfeb8eb-39ad-4c1c-8063-02f38b2e810d,379,Sundar,qilyze
2025-06-06T06:03:39,Premium,Crepe,216m,Cotton 100%,Confirmed,50d73fd1-e7a9-4a89-bfcd-f361be7152ae,287,Sundar,jogoco
2025-05-12T06:15:32,stand ,Denim,554,Polyester 80%,Confirmed,0f1423b0-93d8-4c8b-a3d5-ed2d21e47924,294,Priya,Deepak
2025-05-03T08:17:03,Economy,Crepe,68,Polyester 80%,Pending,3d1c4a75-456d-4f30-ac29-1de7ba157a82,576,Arun,Anita
2025-05-03T19:39:02,Standard,Crepe,970m,20%,Cancelled,b3a23c61-cef4-4d28-9079-8aa945c1386c,132,Arun,Deepak
2025-05-08T21:25:31,Economy,Linen,434m,20%,Cancelled,4258aed5-ccd1-467f-866c-fd9d5c516cb5,214,Arun,Jhon
2025-06-04T00:10:24,Economy,spandex ,138m,20%,Pending,5b01c326-fd40-463d-bf18-630e479a6ffe,487,Sundar,Kumar
2025-05-27T03:12:52,Economy,spandex ,879,Polyester 80%,Cancelled,dcd10ff6-f953-49d4-b3e5-30a835717455,54,Ravi,jogoco
2025-06-20T19:57:28,Stand,Denim,551,Nylon 40%,Cancelled,c2a8bad6-0f07-420f-a12d-d647d7c02b8a,172,Priya,Kumar
2025-05-11T15:53:14,stand ,Twill,165,20%,Pending,7dfe7cc8-0b6f-4f4e-9f6c-d75cfd40ba37,66,Sundar,qilyze
2025-05-13T18:51:11,Standard,Linen,790m,Silk 60%,Pending,46262d4a-8a32-436d-87a2-a0e22a5cc024,376,Nisha,Deepak
2025-06-21T07:16:31,Standard,Linen,85,20%,Confirmed,a90d7dc6-2d48-4dd2-9d07-b204a8a4fd3a,191,Arun,qilyze
2025-05-30T07:31:22,Premium,linen,379,Polyester 80%,Pending,0797e7a1-de20-450b-a247-871e12a23973,91,Sundar,Kumar
2025-05-03T02:03:11,stand ,Satin,928m,Viscose 70%,Cancelled,e3b2506b-964b-480a-808c-d3508445bec2,498,Sundar,jogoco
2025-05-18T01:41:05,premium ,Twill,75m,Cotton 100%,Pending,e60fee14-9796-4868-bd84-b658c77f2151,440,Ravi,Kumar
2025-06-22T21:55:24,stand ,Denim,977m,Viscose 70%,Confirmed,86b49685-baef-4a89-b7a7-2b9d961fb2d0,400,Arun,Anita
2025-05-13T03:48:43,premium ,linen,420,Silk 60%,Confirmed,49693d09-4aa6-4eee-aa1c-3d6d18cebd30,274,Sundar,Tom
2025-05-18T16:06:50,Stand,linen,176m,Silk 60%,Pending,e8dd249b-982d-4fef-8c37-a74b98ed60a0,572,Priya,Sara
2025-06-06T19:24:28,Economy,Crepe,247,Cotton 50%,Confirmed,a9e399c5-9cd5-49af-b92c-8231a8bece68,358,Priya,Deepak
2025-05-27T15:25:37,Standard,Twill,172,Cotton 50%,Pending,bf974a40-57ce-4158-b793-4cf1d2441e89,438,Nisha,Tom
2025-05-14T11:16:16,Economy,Satin,121,Polyester 80%,Confirmed,def56115-8685-49ea-8f9f-1d06b9f596c0,247,Nisha,qilyze
2025-05-25T04:57:51,premium ,Crepe,689,Viscose 70%,Pending,8a4228b9-451e-4e5c-ae35-4f94de6ad3c9,58,Arun,Jhon
2025-06-05T12:35:11,stand ,Crepe,146m,Nylon 40%,Confirmed,fe08ea2d-0336-4973-9834-b5e7acf454d9,487,Ravi,jogoco
2025-06-10T11:44:21,Standard,Plain,706m,Cotton 50%,Pending,4024e9d8-d708-4e8a-a875-8cd33d5eb3dd,497,Sundar,Sara
2025-05-17T05:10:11,stand ,Denim,840m,Polyester 80%,Cancelled,d2aa79b3-029a-4e01-ba53-3d0e8e8785da,535,Sundar,Kumar
2025-05-17T13:18:43,premium ,Twill,363m,Cotton 50%,Cancelled,25ebc5ed-2a41-41e9-9f6d-353a7a18adbf,70,Sundar,Kumar
2025-05-17T01:24:51,Standard,linen,907m,Cotton 100%,Pending,caec3311-79ef-4cd2-a223-71c14e2b4060,110,Nisha,Tom
2025-06-23T13:07:59,premium ,Spandex,510m,Cotton 100%,Cancelled,cfa2ba24-c64d-4a2c-8c99-5f914370dfd0,446,Mukilan,Anita
2025-06-22T21:29:49,Standard,Linen,627,Cotton 100%,Cancelled,c2e3eda4-3870-430a-9f79-c6bf78c92075,470,Ravi,Jhon
2025-06-29T08:15:32,Premium,linen,69m,Cotton 100%,Pending,6df7ec77-fa12-43b4-b5b3-2759fab763ff,180,Priya,qilyze
2025-06-01T21:53:01,Stand,Linen,573,Cotton 50%,Cancelled,da1ecc01-aa15-4438-9346-9d612271b7f8,588,Mukilan,Jhon
2025-06-25T07:54:30,Premium,Denim,356m,Cotton 50%,Cancelled,819528ee-f8e2-4167-b510-192940da53be,543,Arun,Jhon
2025-05-16T05:30:20,Economy,spandex ,709,20%,Confirmed,84dbe647-64f3-4757-992d-92333d575c54,257,Mukilan,Kumar
2025-06-10T04:11:54,Standard,Linen,186m,Viscose 70%,Pending,43fd5430-1ff8-4d26-aded-1cca1e67ec61,156,Ravi,Anita
2025-06-30T23:10:51,Economy,Linen,179,Silk 60%,Pending,433a8d1d-d41d-4d66-bdcd-97c2c176b76c,264,Nisha,qilyze
2025-05-18T13:25:01,stand ,linen,234m,Nylon 40%,Pending,67c8daf6-09aa-4cf1-8bff-4e3f29f9c7fa,547,Priya,Tom
2025-05-13T02:31:53,Primium,Denim,220m,Cotton 100%,Pending,7924de76-a5b1-47de-90d5-afdc6749935a,503,Priya,Tom
2025-06-22T18:53:53,Economy,Twill,307,Viscose 70%,Cancelled,fab1db63-2718-4565-affd-6cfe5ed2289c,185,Arun,qilyze
2025-06-06T23:35:23,stand ,Plain,771m,Nylon 40%,Confirmed,ff36c760-5f83-4a28-9772-5495d011dcaf,101,Priya,Deepak
2025-06-15T10:24:21,stand ,Satin,879m,20%,Pending,5530df27-9a48-4de3-ad1e-564fd02ef903,77,Nisha,Jhon
2025-05-24T19:37:32,Economy,Spandex,373,Nylon 40%,Confirmed,55f7eb60-1d91-45c6-b133-7ec9f4b85457,419,Mukilan,Jhon
2025-06-07T19:06:35,stand ,spandex ,456,20%,Pending,5ca42f6a-7a23-4876-91f3-e5a25c786d55,152,Ravi,Sara
2025-06-06T00:58:30,premium ,Twill,479,Cotton 50%,Pending,0ba97c13-aa01-47ff-beee-4ae8ab1c180f,473,Ravi,Anita
2025-05-02T09:06:01,Primium,Crepe,538,Nylon 40%,Cancelled,c36a5316-49fd-42da-ac32-3d0d32ec03f7,362,Nisha,Tom
2025-06-23T12:09:22,Economy,Plain,581,Cotton 100%,Cancelled,9b8fdd8b-1b17-4a7f-b377-21e78e1374fd,138,Priya,Sara
2025-06-10T21:15:56,Standard,Satin,872,Cotton 100%,Cancelled,e0eea4e9-5886-4727-b978-cd626681df56,84,Ravi,Deepak
2025-06-09T11:58:56,stand ,Spandex,908,Polyester 80%,Cancelled,356808e8-ef44-444b-a4ce-83e857494a47,99,Nisha,Deepak
2025-05-02T15:07:51,Economy,Twill,112m,Silk 60%,Cancelled,eae79f1b-1e7b-4558-98e6-e74f67c05ec8,275,Nisha,Sara
2025-06-18T15:36:12,Economy,Satin,862m,Silk 60%,Cancelled,40efb66c-3298-470c-8c1b-775b4f2a0ba1,332,Mukilan,qilyze
2025-06-16T10:37:37,premium ,Plain,610m,20%,Confirmed,e2b182e2-5ade-46f8-b651-4da477951740,499,Sundar,Sara
2025-05-15T10:13:49,Economy,Denim,501,20%,Cancelled,c4eea63c-6456-462d-9710-b20a3ea75e84,494,Mukilan,Deepak
2025-05-15T09:37:22,Premium,Crepe,726m,20%,Cancelled,2f2d536e-8676-415c-b164-4f66de785068,93,Nisha,Deepak
2025-06-25T16:00:13,Economy,Linen,415,Cotton 50%,Confirmed,1771774b-ce46-428b-a705-5cd661f16ec7,109,Mukilan,Kumar
2025-05-21T22:19:35,Standard,Crepe,803,Cotton 100%,Pending,decc5515-df9c-4afd-a448-242b300ea2da,341,Mukilan,Sara
2025-06-30T09:01:41,premium ,Denim,80,Viscose 70%,Confirmed,6c901761-69a4-4a54-960a-e1df3f501b6e,236,Priya,Kumar
2025-05-15T17:11:20,Economy,Twill,92,Silk 60%,Pending,33c54fe9-0b92-43b1-a99b-ac49f9c1abc9,432,Arun,Anita
2025-05-27T00:25:25,Stand,Denim,336m,Nylon 40%,Cancelled,e6c40281-d07e-494d-96f9-aa0e7ce3fb4a,468,Arun,Sara
2025-05-20T08:50:40,Stand,Satin,258m,Nylon 40%,Confirmed,46eed875-17a4-442b-bf03-cb73c7a5617b,183,Sundar,qilyze
2025-06-11T07:28:29,Standard,Linen,56m,Nylon 40%,Cancelled,e853ae68-3976-4948-a428-6f03b03c11b5,215,Mukilan,Kumar
2025-06-27T01:08:44,Premium,Denim,245,Polyester 80%,Cancelled,88e7c81b-5347-4948-b8ac-f7d509b66a85,378,Sundar,Kumar
2025-06-07T00:50:40,Standard,Plain,218,Viscose 70%,Cancelled,ec066512-eee3-4758-90cf-e184732945e6,237,Mukilan,Anita
2025-05-22T22:26:03,Economy,spandex ,486,Cotton 50%,Confirmed,5156969a-af4d-44dd-95b2-1d258fc782af,293,Mukilan,jogoco
2025-06-02T10:23:40,Primium,spandex ,758,20%,Confirmed,acf8e00c-f60d-431f-a81d-b7ec75041588,381,Nisha,Sara
2025-05-19T12:55:46,Stand,Crepe,771,Silk 60%,Cancelled,6fb03b45-64ec-47e1-90c6-051cb6d077f8,490,Ravi,Anita
2025-06-04T00:42:30,stand ,spandex ,486,Silk 60%,Confirmed,0cf69b99-6950-452d-9fa7-0a8ef45ef8c8,543,Sundar,Deepak
2025-06-11T06:47:22,Economy,Linen,274,Cotton 50%,Confirmed,8273c68b-5d3e-4287-bc74-3306b0fd102c,226,Nisha,qilyze
2025-05-11T13:16:48,Standard,Denim,458m,Cotton 50%,Confirmed,13e0fdeb-7eb2-4d1b-b9f2-455d3fbc6ae9,216,Priya,Anita
2025-05-12T10:07:50,Primium,Satin,150m,Polyester 80%,Pending,aea6540e-d98b-41c3-84a3-e6b389a78d63,109,Nisha,Tom
2025-05-27T03:58:49,stand ,linen,998m,Silk 60%,Cancelled,85b477d1-6609-4f0c-92f8-9fcf2e16868e,498,Priya,jogoco
2025-06-28T15:03:58,Primium,Twill,120,Nylon 40%,Confirmed,87360a92-4ae9-4cc8-b0e3-8baaefc43994,464,Sundar,Deepak
2025-05-20T08:33:01,Primium,Plain,530,20%,Pending,e4c9d389-63b1-4d03-b6ac-fbfc55f8b3d0,177,Ravi,Tom
2025-06-12T12:38:11,Primium,Linen,249,Silk 60%,Pending,01c274a1-10d7-4cdb-92c7-c3f81213534a,118,Mukilan,Kumar
2025-05-07T19:22:59,stand ,linen,137m,20%,Confirmed,400afd36-85b0-4066-9e32-e1aa78965b70,382,Priya,Kumar
2025-06-06T04:30:09,Economy,Linen,264m,Silk 60%,Cancelled,b996ab61-9a6b-466b-9c26-dd30c62e082a,352,Mukilan,qilyze
2025-06-16T12:09:14,Standard,Satin,148,Silk 60%,Cancelled,a13672ed-94ac-4b0b-b4ce-a171da22afd6,445,Mukilan,Kumar
2025-06-19T11:35:41,Economy,Denim,54m,Nylon 40%,Cancelled,7b986523-26e0-443e-bc31-421dd647be04,97,Arun,qilyze
2025-06-07T07:56:05,stand ,Denim,424m,Cotton 50%,Cancelled,cf89165a-071f-454b-a3df-689268eec26a,351,Mukilan,Kumar
2025-06-25T22:51:45,Stand,linen,412,Polyester 80%,Pending,a3636ec3-8afd-4fff-b58a-e12d4f3ede47,79,Sundar,Jhon
2025-05-15T09:35:38,Economy,Linen,639,Silk 60%,Confirmed,5a0082ee-6f9b-45c5-b0ec-d76cb5c02aaa,74,Arun,Tom
2025-05-02T01:19:38,Stand,Denim,52m,Cotton 50%,Cancelled,fa75cc10-24d7-4f33-823f-fb5d73d9b4cf,294,Priya,Sara
2025-05-05T04:44:20,Stand,spandex ,837,Cotton 50%,Pending,f17d908f-abdc-4961-8e52-80f666ac53e0,314,Sundar,Tom
2025-06-18T08:16:26,Stand,linen,569m,Viscose 70%,Pending,cd801c63-9c5a-4fe1-b096-e81517c2ef32,461,Sundar,jogoco
2025-06-24T03:20:05,Economy,Twill,257,Cotton 50%,Pending,d0f40ab7-eb30-475d-86a2-9909b6f736b6,282,Priya,Sara
2025-06-27T06:08:44,stand ,Linen,137m,Viscose 70%,Cancelled,1b6ee14f-90e8-437d-a346-643556d7f9a8,456,Arun,Sara
2025-06-30T19:59:25,stand ,Spandex,98m,Polyester 80%,Pending,d0008b8f-868e-4d4e-8dd8-b912224388d6,435,Mukilan,Sara
2025-05-29T16:01:40,Standard,spandex ,646m,Nylon 40%,Confirmed,ad2ae942-bca7-4b3d-845c-f1b9e22f32cd,326,Priya,jogoco
2025-06-08T12:55:59,Primium,linen,446m,Cotton 100%,Pending,e679249c-562b-4499-845a-add906d24d68,591,Arun,Sara
2025-05-17T10:56:09,premium ,Denim,993,Nylon 40%,Pending,2f73b058-36db-4452-b651-bbc5b638ccb2,535,Priya,qilyze
2025-05-15T15:21:32,Economy,Twill,457m,20%,Pending,1f30d36f-a81e-4852-ab73-0a2ec18104e2,214,Arun,qilyze
2025-05-12T07:48:41,premium ,Spandex,517,Polyester 80%,Cancelled,de6f1e33-977f-472e-833a-ebf73d91c8d0,320,Ravi,Jhon
2025-05-04T14:44:44,premium ,linen,976m,Polyester 80%,Confirmed,5df7a8d9-3a17-4b7c-81fa-1e0d781972eb,317,Nisha,Sara
2025-05-16T18:52:29,Premium,Denim,270m,Cotton 50%,Pending,f026ab22-457d-437e-9441-3e181e28b80a,525,Arun,Tom
2025-06-03T12:56:09,Premium,Spandex,394,20%,Pending,11316d56-f3cb-4b1a-92c2-8c21cb8810a1,254,Nisha,Tom
2025-05-24T11:30:21,Premium,Spandex,926m,Cotton 50%,Pending,9a38f3f8-6942-4d05-9917-0f6a274c50a3,469,Nisha,qilyze
2025-05-24T14:42:29,Primium,spandex ,962m,20%,Pending,4b09239e-1577-450b-8b3c-5d1fef85599b,153,Ravi,Deepak
2025-06-27T11:10:21,stand ,Plain,913m,Cotton 100%,Pending,1a415eda-44a2-420b-9a1f-1a2dd33f4ff2,495,Nisha,jogoco
2025-05-10T01:18:04,premium ,Satin,568m,Silk 60%,Confirmed,2af43e50-07d0-4741-8cd7-271ce5acd199,214,Arun,Tom
2025-06-21T14:09:50,Standard,Crepe,516,20%,Confirmed,5c4964d1-9dae-4947-9bed-289547bf9c43,431,Arun,jogoco
2025-06-01T11:15:33,stand ,Crepe,676m,20%,Pending,699144d8-9373-4000-8a1d-7237a62f5aad,87,Nisha,Kumar
2025-05-17T21:27:11,stand ,Crepe,970,Polyester 80%,Cancelled,9593bb8b-d391-4a7b-9f70-8c32493dbe36,324,Priya,Jhon
2025-06-19T18:42:26,premium ,Satin,805,Cotton 50%,Cancelled,d8fcf802-a550-4fbe-8a1f-215cf9e0da3c,216,Arun,Kumar
2025-05-15T10:00:24,premium ,Satin,182m,Cotton 50%,Confirmed,cf986776-66d4-4ecd-b4f8-8124c5641b4f,401,Mukilan,Anita
2025-06-08T14:11:12,stand ,Plain,501m,Cotton 50%,Confirmed,8bf3632d-639b-48f7-8e10-270ce22cd166,482,Sundar,jogoco
2025-06-22T09:31:30,premium ,spandex ,544m,Viscose 70%,Pending,b0b4b603-9768-410b-915d-95a9b8e7d835,512,Priya,qilyze
2025-06-16T22:53:04,stand ,linen,860,Polyester 80%,Pending,a078faf6-7bb0-4182-8796-5d02123e79f2,179,Ravi,Jhon
2025-05-07T04:33:10,premium ,Denim,523,Nylon 40%,Cancelled,c3965ee1-f0a6-46ba-a0c5-4ac658fdcc9b,396,Priya,Anita
2025-05-24T09:01:12,Economy,Spandex,553m,Cotton 50%,Confirmed,7bf04b70-f414-423b-9cd1-0892a7787b60,479,Arun,jogoco
2025-05-06T08:01:05,stand ,Spandex,255,Cotton 100%,Pending,cc2fc0ed-4f4e-4fe7-840b-9c3e13888ef6,170,Ravi,qilyze
2025-06-02T16:59:38,Stand,Plain,109,Cotton 100%,Cancelled,18e1990d-11f3-459d-9540-3cf623382492,128,Mukilan,Sara
2025-05-23T11:36:29,Economy,Twill,723m,Cotton 100%,Cancelled,3152389e-c9ac-4ce9-bdd7-28843350be35,121,Mukilan,qilyze
2025-06-24T10:31:14,Economy,Spandex,57m,Cotton 50%,Cancelled,b389c8fe-53b2-49a2-90fb-6c4161841639,321,Mukilan,Kumar
2025-05-20T13:15:09,Stand,linen,161,Silk 60%,Confirmed,586a65d7-9c61-4bf1-8163-58bb59fd3a7f,58,Arun,Deepak
2025-05-11T19:17:45,Stand,Denim,351m,Viscose 70%,Cancelled,577866a7-7730-485b-9bcd-5e96456485fc,504,Priya,Deepak
2025-05-25T04:48:33,Primium,Denim,482m,Viscose 70%,Cancelled,62a6125a-7bb0-4d59-b5b6-5b1e23742283,436,Sundar,Kumar
2025-05-11T08:15:33,stand ,Crepe,782,Nylon 40%,Pending,9b675f3a-13ef-4bb9-a0b4-76633c83c899,542,Sundar,jogoco
2025-05-06T18:04:07,Premium,Spandex,520m,Silk 60%,Confirmed,7c0f41f2-feb1-4ef2-a168-c4b415fd89f6,230,Ravi,jogoco
2025-06-13T21:24:25,Premium,Plain,109,Nylon 40%,Pending,0559640a-7e98-47e7-b5f0-b748e69e625f,302,Sundar,Deepak
2025-05-14T06:32:33,stand ,Denim,581m,Cotton 100%,Cancelled,56a980f1-6b5e-46e3-bd96-b877f8be37f4,196,Ravi,qilyze
2025-06-03T19:28:06,Standard,Denim,783m,Cotton 50%,Confirmed,38d07e8a-ceb6-4c9e-8567-57b2419d63b2,410,Nisha,Sara
2025-06-21T21:17:50,premium ,Twill,452,Silk 60%,Cancelled,c11e7559-8dd7-45a7-b071-82d7651cc301,74,Arun,Tom
2025-06-03T13:42:16,Primium,Crepe,314,Viscose 70%,Cancelled,d5cb8847-1241-4054-b881-9fdbc40e04fe,350,Ravi,Deepak
2025-05-23T05:49:18,stand ,Satin,624,Polyester 80%,Pending,eefad660-2a17-45b4-8f00-5498c1ecea41,281,Nisha,Jhon
2025-05-07T21:44:34,Premium,Twill,51m,Nylon 40%,Cancelled,d17e4e42-7fd7-4b26-9120-b7c733c3d615,134,Sundar,Tom
2025-05-04T07:15:30,premium ,Plain,699,Silk 60%,Confirmed,5b6c49e1-a045-4402-ac73-215ebd5469e2,207,Priya,Jhon
2025-06-27T01:49:49,Stand,linen,805m,Viscose 70%,Pending,f12ecd74-ecb7-4e33-8535-4e09179f3ec8,139,Priya,Deepak
2025-06-01T05:26:45,Primium,Twill,505,20%,Confirmed,3147ffa6-c733-42e4-b162-f21f88cb35f8,479,Priya,qilyze
2025-06-10T02:07:15,Economy,Satin,184,Cotton 50%,Cancelled,61de3a73-d7b0-4750-939d-6bdb863e48ce,120,Nisha,Tom
2025-06-09T14:45:08,Premium,Satin,865m,Nylon 40%,Pending,1bf73b4e-9b5a-43a2-91f2-14249ae08350,327,Priya,jogoco
2025-05-19T12:14:41,Standard,Satin,879m,Cotton 100%,Cancelled,fe03b262-e614-4f24-8f1e-f0e43e39f62d,273,Nisha,Tom
2025-05-30T03:17:09,stand ,Twill,97m,Viscose 70%,Confirmed,35d4a1ec-9919-40bc-9896-e29ecc34cb37,94,Ravi,qilyze
2025-05-25T17:42:02,Economy,Denim,110m,Cotton 50%,Cancelled,583c75c6-9dec-447a-b57a-a1afa7d05163,497,Nisha,Deepak
2025-05-09T17:59:35,Primium,Satin,75m,Cotton 50%,Pending,a9783d53-85a6-466b-a8e3-75bcae19a05d,188,Mukilan,Deepak
2025-06-18T23:25:33,Primium,Spandex,611m,Viscose 70%,Confirmed,9ae5fe38-a800-4e22-b067-01df013fa03d,69,Mukilan,Sara
2025-06-27T14:26:52,stand ,spandex ,350m,Cotton 50%,Pending,5a515fae-4ade-44be-8fb8-962aafd02c81,468,Priya,jogoco
2025-05-11T20:24:56,Standard,Twill,605m,20%,Cancelled,ecf48974-523e-4356-8e60-6ee89afd1448,165,Sundar,qilyze
2025-05-03T17:42:20,Primium,Denim,787,20%,Confirmed,61fead10-a5a9-4cee-ad41-671f8e80922a,591,Priya,Deepak
2025-05-03T18:44:57,Stand,Spandex,838m,20%,Cancelled,23179e64-3eeb-4f89-8433-88dac6704910,223,Ravi,Tom
2025-06-01T13:17:50,Primium,spandex ,68m,20%,Cancelled,261d597c-e305-43de-831d-f013e30620d2,390,Sundar,Tom
2025-05-01T09:05:38,Premium,Twill,344,Viscose 70%,Confirmed,312d4128-3b3c-4f26-af10-c25f276950a6,597,Ravi,jogoco
2025-05-02T11:02:20,Primium,Denim,406m,20%,Cancelled,d83ae69e-4ba9-4ebe-98b2-97f63e926b6b,481,Ravi,Sara
2025-06-30T02:34:36,Premium,Twill,915m,Viscose 70%,Cancelled,0daea820-d572-46bb-9aab-4c89da576089,162,Priya,Deepak
2025-05-06T16:13:07,stand ,Spandex,334,Cotton 50%,Cancelled,13b79d8d-ff88-455d-9642-fafb52ffa49a,68,Ravi,Tom
2025-06-14T20:34:48,Economy,Denim,239m,Silk 60%,Pending,49c697a4-726b-4183-99da-18a61b7cca1d,124,Ravi,qilyze
2025-05-09T07:06:17,stand ,Satin,336m,Nylon 40%,Pending,6dfe3390-2a7e-4a15-879a-102df297e70b,351,Mukilan,Jhon
2025-06-08T16:29:52,Stand,Satin,348m,Nylon 40%,Cancelled,7f84ea2d-bea6-4c1b-9118-dc58b6e5d4b8,467,Mukilan,Jhon
2025-06-01T21:20:38,Stand,Plain,323,Viscose 70%,Pending,aad574d9-103c-4441-97da-07c0b1d60ca2,359,Ravi,jogoco
2025-05-09T01:10:59,Economy,Plain,167m,Nylon 40%,Cancelled,43ab945a-e2b5-40f3-bc46-9d175006b245,481,Mukilan,qilyze
2025-06-23T02:52:49,stand ,Linen,608m,Viscose 70%,Pending,c8aa507e-ed80-4ca9-95a4-3c3a6361b970,430,Mukilan,qilyze
2025-06-06T11:20:05,premium ,Denim,891,Cotton 50%,Cancelled,18962724-374a-4b3a-8234-eda2ca388959,447,Ravi,Kumar
2025-06-24T02:21:21,Stand,Satin,396m,Cotton 100%,Confirmed,c538bf18-f140-4e1c-a0ba-293db90caf36,64,Mukilan,Sara
2025-05-20T02:08:05,Primium,Crepe,333,Cotton 50%,Pending,5545907a-fe2b-430b-93b3-eeba700de1c9,571,Priya,qilyze
2025-06-06T23:02:17,Primium,Twill,50m,Silk 60%,Pending,dc7b2e6d-d2a9-4d3d-a969-9187537fc7ab,451,Mukilan,Deepak
2025-06-03T19:20:27,Economy,Satin,707,Nylon 40%,Cancelled,f626a4ef-5d54-47dc-b866-d6c04103ef09,239,Priya,qilyze
2025-05-30T16:12:29,Primium,spandex ,933m,Polyester 80%,Pending,3655d891-144c-4b63-9116-5d5f473d72fd,498,Arun,Tom
2025-06-03T16:07:09,Stand,Plain,428m,Cotton 100%,Confirmed,27bb8e5d-18d6-4a4b-b104-0da944d98a3a,63,Nisha,Kumar
2025-06-22T23:03:37,Economy,spandex ,54,Cotton 100%,Pending,c774f48c-50a8-4675-9dbb-8729d0d051c3,389,Arun,Deepak
2025-06-13T13:56:53,premium ,linen,966,Nylon 40%,Pending,068174d0-c7ba-46a2-bc12-5f8791ea085a,291,Ravi,Anita
2025-06-15T18:23:45,Premium,Spandex,548,20%,Cancelled,fa1231c4-448a-491a-a957-cdae184cb3a8,536,Sundar,jogoco
2025-06-16T17:35:42,premium ,Spandex,873,Cotton 50%,Pending,d2b9a58a-bfa6-4728-bf6e-f966c781c957,186,Priya,Sara
2025-05-08T02:47:35,Standard,Plain,994m,Silk 60%,Pending,feb53267-0d3a-45dd-aef3-989da0fcf5a2,294,Priya,qilyze
2025-06-14T17:06:25,premium ,linen,107m,Silk 60%,Cancelled,b13b05de-77e4-468f-ae2f-a8586fb49d9e,428,Mukilan,Tom
2025-05-03T14:33:36,Economy,Spandex,820,Polyester 80%,Confirmed,35ff48a5-c8ce-4fad-84b6-eecb03645569,529,Nisha,Deepak
